Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,_1stFlrSF,_2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,GrLivAreaLog,Hood,ExteriorQual,KitchQual,BasemtQual,GarageFin,FenceQ,PoolQ,GarageC,GarageQ,FireplaceQ,HmFunctional,HeatingQ,BsmtFinType1q,BsmtFinType2q,BsmtExposur,BsmtCondQ,ExterCondQ,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,GarageArea,GarageCars,GarageYrBlt,MasVnrArea,TotalBsmtSF,LotFrontage
1803,60,RL,7570,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,993,813,0,1806,1,1,4,1,TA,8,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,55,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,,,7.498869734,2,3,3,4,2,1,1,4,4,1,8,3,2,2,2,4,4,0,0,0,0,780,483,2,1964,420,780,76
1804,90,RL,8604,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,941,0,0,941,1,0,2,1,Gd,4,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,,,6.8469431396,2,3,4,5,2,1,1,4,4,1,8,4,7,2,4,4,5,941,0,1,0,0,564,2,1978,124,941,75
1805,20,RL,7936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1045,0,0,1045,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,,,6.9517721644,2,3,3,4,3,1,1,4,4,0,8,3,5,2,2,4,4,826,0,1,0,219,264,1,1963,0,1045,80
1806,50,RM,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,861,517,0,1378,1,0,3,1,Gd,6,Typ,0,NA,Detchd,Unf,Fa,Fa,P,54,0,40,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,7.2283884516,2,3,4,4,2,1,1,0,0,1,8,4,2,2,2,4,4,0,0,0,0,901,162,1,1920,0,901,68
1807,90,RM,10307,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,LwQ,Unf,GasA,Gd,N,FuseA,972,972,0,1944,2,0,4,2,TA,12,Typ,0,NA,Detchd,Unf,Fa,TA,N,0,28,169,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,7.572502985,2,3,3,4,2,1,1,4,0,1,8,4,3,2,3,4,4,633,0,1,0,339,324,2,1920,0,972,57
1808,50,RM,15660,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,810,496,0,1306,1,1,3,1,Gd,6,Typ,0,NA,Detchd,Unf,Fa,TA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,,,7.1747243098,2,3,4,4,2,4,1,4,0,1,8,3,2,2,2,4,5,0,0,0,0,240,472,2,1959,0,240,90
1809,70,RM,9900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,764,700,0,1464,2,0,3,1,TA,7,Typ,0,NA,NA,NA,NA,NA,N,0,0,176,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,,,7.2889276945,2,4,3,4,1,1,1,1,1,1,8,5,2,2,2,4,4,0,0,0,0,504,0,0,1910,0,504,90
1810,70,RM,6406,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,TA,Y,FuseA,868,690,0,1558,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,TA,TA,Y,0,36,0,0,182,0,NA,MnPrv,NA,0,10,2009,WD,Normal,,,7.3511582264,2,3,3,4,2,4,1,4,4,5,8,3,6,2,2,4,4,421,0,0,0,269,400,2,1939,0,690,57
1811,190,RM,7627,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,Fa,TA,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,N,SBrkr,1101,600,0,1701,2,0,4,2,Fa,8,Typ,0,NA,NA,NA,NA,NA,N,0,0,148,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,,,7.4389715924,2,0,0,0,1,1,1,1,1,1,8,4,2,2,2,2,4,0,0,0,0,600,0,0,1920,0,600,63
1812,50,RM,10134,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,801,646,0,1447,1,0,3,1,TA,6,Typ,0,NA,NA,NA,NA,NA,N,80,0,244,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,,,7.2772477266,2,3,3,0,1,1,1,1,1,1,8,4,2,2,2,4,4,0,0,0,0,801,0,0,1910,0,801,56
1813,50,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Ex,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,768,560,0,1328,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,12,0,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Normal,,,7.19142933,2,3,3,4,2,4,1,4,4,1,8,3,5,2,2,4,6,384,0,0,0,384,308,1,1950,0,768,50
1814,30,RM,7404,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,861,0,0,861,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,N,0,0,128,0,0,0,NA,NA,NA,0,11,2009,Oth,Normal,,,6.7580945044,2,3,3,0,2,1,1,4,4,1,8,3,2,2,2,4,4,0,0,0,0,861,288,2,1920,0,861,62
1815,30,RM,5925,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,NA,NA,NA,NA,NA,GasA,Fa,N,FuseA,612,0,0,612,1,0,1,1,TA,4,Typ,0,NA,Detchd,Unf,TA,Fa,N,0,0,25,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,,,6.4167322825,2,3,3,1,2,1,1,0,4,1,8,0,1,1,1,1,5,0,0,0,0,0,308,1,1965,0,0,50
1816,30,RM,8520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,792,0,0,792,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,81,0,0,0,NA,GdWo,NA,0,2,2009,WD,Normal,,,6.6745613918,2,4,3,0,2,3,1,4,4,1,8,3,2,2,2,4,4,0,0,0,0,624,287,1,1963,0,624,60
1817,70,RM,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,833,677,0,1510,2,0,3,1,Gd,7,Typ,0,NA,Detchd,Unf,TA,TA,N,0,0,160,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,7.3198649298,2,4,4,0,2,1,1,4,4,1,8,3,2,2,2,4,5,0,0,0,0,677,720,2,1974,0,677,60
1818,70,RM,8400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,Gd,Y,FuseA,1090,917,0,2007,2,0,3,1,Ex,8,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,235,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,7.6043963488,2,3,5,0,2,1,1,4,4,1,8,4,2,2,3,5,4,0,0,0,0,917,357,1,1930,0,917,70
1819,70,RM,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,664,624,0,1288,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,Unf,TA,TA,N,0,103,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,,,7.1608459067,2,3,5,4,2,1,1,4,4,5,8,5,2,2,2,4,4,0,0,1,0,624,280,1,1917,0,624,60
1820,30,C (all),3300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,2,1,TA,5,Typ,1,Gd,NA,NA,NA,NA,N,0,33,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,6.704414355,2,3,3,4,1,1,1,1,1,5,8,5,2,2,2,4,4,0,0,0,0,624,0,0,1910,0,624,57
1821,50,RM,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1044,0,436,1480,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,Fa,TA,Y,0,0,176,0,0,0,NA,NA,NA,0,9,2009,ConLI,Family,,,7.2997973668,2,0,3,4,2,1,1,4,0,1,8,5,2,2,2,4,4,0,0,0,0,972,207,1,1920,0,972,60
1822,70,RM,9720,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,780,741,0,1521,1,0,4,1,Gd,8,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,238,0,0,0,NA,MnPrv,NA,0,9,2009,WD,Normal,,,7.3271232923,2,3,4,4,2,4,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,741,640,3,1950,0,741,60
1823,30,C (all),9392,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,TA,0,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,797,0,0,797,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,NA,N,0,36,94,0,0,0,NA,NA,NA,0,9,2009,WD,Abnorml,,,6.6808546788,1,3,3,0,1,1,1,1,1,1,8,3,2,2,2,4,0,0,0,0,0,245,0,0,1900,0,245,72
1824,30,RL,6615,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,1432,0,0,1432,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,Unf,Fa,TA,Y,266,61,0,0,0,0,NA,GdWo,NA,0,9,2009,WD,Normal,,,7.2668273475,2,3,4,4,2,3,1,4,0,5,8,3,2,2,2,4,4,0,0,0,0,1022,216,1,1923,0,1022,81
1825,70,RL,4960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1001,653,0,1654,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,TA,TA,N,244,60,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,,,7.4109518756,2,3,3,4,2,1,1,4,4,5,8,5,2,2,2,4,4,0,0,0,0,297,336,1,1955,0,297,50
1826,50,RM,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,822,320,0,1142,1,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,TA,TA,Y,0,0,98,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,7.0405363902,2,3,3,4,4,1,1,4,4,1,8,4,4,2,2,4,4,220,0,0,0,248,320,1,1924,444,468,60
1827,30,RM,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,995,0,0,995,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,15,51,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Abnorml,,,6.9027427372,2,3,3,4,2,4,1,4,4,1,8,4,2,2,2,4,4,0,0,0,0,960,264,1,1926,0,960,51
1828,50,RM,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,0,No,LwQ,Unf,GasA,TA,Y,FuseA,994,588,0,1582,2,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,Fa,TA,Y,189,0,34,150,0,0,NA,NA,NA,0,2,2009,WD,Normal,,,7.3664451483,2,3,3,4,2,1,1,4,0,5,8,3,3,2,2,0,4,273,0,0,0,679,250,1,1938,0,952,51
1829,30,RM,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,0,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,1072,0,0,1072,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,Fa,TA,P,0,0,105,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,,,6.9772813416,2,3,3,4,2,1,1,4,0,1,8,3,3,2,2,4,0,134,0,1,0,938,1184,5,1982,0,1072,50
1830,70,RM,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,1048,720,0,1768,2,0,3,1,TA,8,Typ,0,NA,Detchd,Unf,Fa,Fa,Y,0,0,150,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,7.4776042432,2,3,3,4,2,1,1,0,0,1,8,4,2,2,2,4,4,0,0,0,0,1048,576,2,1930,0,1048,57
1831,70,RM,9928,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,1272,672,0,1944,2,0,3,1,TA,8,Min2,0,NA,Detchd,Unf,TA,TA,N,24,28,0,0,0,0,NA,NA,Shed,400,6,2009,WD,Normal,,,7.572502985,2,3,3,4,2,1,1,4,4,1,6,0,2,2,2,4,5,0,0,0,0,672,216,1,1915,0,672,68
1832,90,RM,3000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,0,No,Unf,Unf,GasA,TA,N,SBrkr,1088,1040,0,2128,2,0,4,2,TA,11,Sev,0,NA,NA,NA,NA,NA,Y,0,56,0,0,0,0,NA,NA,NA,0,9,2009,WD,Abnorml,,,7.6629378505,2,3,3,4,1,1,1,1,1,1,2,3,2,2,2,0,4,0,0,0,0,1040,0,0,1922,0,1040,50
1833,70,RM,6876,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,0,No,BLQ,Unf,GasA,Fa,Y,SBrkr,1146,784,0,1930,2,0,4,1,TA,8,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,213,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,,,7.5652752819,1,3,3,4,2,4,1,4,4,1,8,0,5,2,2,0,4,522,0,1,0,198,316,1,1927,0,720,57
1834,70,RM,5775,Pave,NA,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,741,686,0,1427,1,0,3,1,Gd,7,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,24,112,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,,,7.2633296175,2,3,4,4,2,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,483,379,1,1915,0,483,76
1835,190,RM,5852,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,TA,0,BrkTil,TA,0,No,Rec,Unf,GasA,TA,N,FuseF,978,886,0,1864,2,1,6,1,TA,9,Typ,0,NA,NA,NA,NA,NA,N,0,188,102,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,,,7.5304799952,2,3,3,4,1,1,1,1,1,1,8,3,4,2,2,0,0,169,0,0,0,851,0,0,1902,188,1020,41
1836,50,RM,5160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,0,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,1204,462,0,1666,1,0,3,1,TA,4,Typ,0,NA,Detchd,Unf,Fa,TA,Y,0,0,148,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,,,7.4181808227,1,3,3,4,2,1,1,4,0,1,8,3,2,2,2,4,0,0,0,0,0,1204,384,1,1927,0,1204,60
1837,85,RM,5160,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Gd,0,Av,BLQ,Rec,GasA,TA,Y,SBrkr,892,0,0,892,1,0,1,1,Gd,5,Min2,0,NA,NA,NA,NA,NA,N,0,0,105,0,160,0,NA,NA,NA,0,7,2009,COD,Abnorml,,,6.7934661326,1,3,4,5,1,1,1,1,1,1,6,3,5,4,4,0,5,749,63,1,0,46,0,0,1923,0,858,86
1838,190,RM,10320,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,ALQ,GasA,Ex,Y,FuseF,754,649,0,1403,1,1,3,1,TA,7,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,288,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,,,7.2463680801,1,3,3,4,2,1,1,4,4,1,8,5,4,6,2,4,5,276,262,1,0,160,308,1,1915,0,698,60
1839,20,RL,4280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,704,0,0,704,1,0,2,1,Fa,4,Typ,0,NA,CarPort,Unf,TA,TA,Y,0,0,24,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,,,6.5567783562,2,3,0,0,2,1,1,4,4,1,8,5,2,2,2,4,5,0,0,0,1,560,220,1,1946,0,560,50
1840,90,RL,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Alloca,,,7.0900768358,2,3,3,5,1,1,1,1,1,1,8,3,7,2,5,5,5,1200,0,3,0,0,0,0,1987,0,1200,60
1841,90,RL,10547,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1152,0,0,1152,2,0,2,2,TA,6,Typ,0,NA,Detchd,Unf,TA,Fa,N,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,,,7.0492548413,2,3,3,5,2,1,1,0,4,1,8,3,7,2,5,5,4,1152,0,2,0,0,252,1,1960,0,1152,103
1842,50,RL,9780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,687,425,0,1112,2,0,4,1,TA,6,Typ,0,NA,Detchd,Unf,Po,Po,N,0,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,,,7.0139154748,2,3,3,4,2,1,1,2,2,1,8,3,2,2,2,4,4,0,0,1,0,585,226,1,1934,0,585,60
1843,20,RL,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1052,0,0,1052,1,1,3,1,TA,6,Typ,1,Po,Attchd,Fin,TA,TA,Y,0,215,0,0,0,0,NA,NA,NA,0,4,2009,WD,Abnorml,,,6.9584483933,2,3,3,4,4,1,1,4,4,2,8,3,5,2,2,4,4,527,0,0,0,525,668,1,1984,172,1052,75
1844,85,RL,8014,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,3,1,TA,5,Typ,1,Fa,Basment,Fin,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,,,6.9411900551,2,3,3,5,4,1,1,4,4,0,8,3,7,2,5,4,4,456,0,0,1,0,504,2,1978,23,456,90
1845,80,RL,15400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,No,Unf,Unf,GasA,TA,Y,SBrkr,904,611,259,1774,2,0,4,1,TA,8,Typ,1,TA,Attchd,Unf,TA,TA,Y,290,40,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,,,7.4809921629,2,3,3,4,2,1,1,4,4,4,8,3,2,2,2,5,4,0,0,0,0,552,384,1,1961,0,552,88
1846,80,RL,15312,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,1138,0,0,1138,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,TA,TA,Y,0,0,0,0,140,0,NA,MnPrv,NA,0,3,2009,COD,Normal,,,7.0370276147,2,3,3,4,3,4,1,4,4,4,8,5,5,2,4,4,4,588,0,0,1,550,480,2,1960,54,1138,88
1847,80,RL,15584,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,2071,0,0,2071,1,1,4,1,TA,9,Typ,1,TA,Attchd,Unf,TA,TA,Y,131,28,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,,,7.6357868614,3,3,3,4,2,1,1,4,4,4,8,5,2,2,3,4,4,0,0,0,1,825,336,1,1956,366,825,125
